Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
tar-shot,rock,status,100.0,,15.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",100.0,tar-shot,0,0,0,0,,,,,100,['speed'],[-1]
magic-powder,psychic,status,100.0,,20.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
dragon-darts,dragon,physical,100.0,50.0,10.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
teatime,normal,status,,,10.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
octolock,fighting,status,100.0,,15.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
bolt-beak,electric,physical,100.0,85.0,10.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
fishious-rend,water,physical,100.0,85.0,10.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
court-change,normal,status,100.0,,10.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",,none,0,0,0,0,,,,,0,[''],[0]
max-flare,fire,physical,,100.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-flutterby,bug,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-lightning,electric,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-strike,normal,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-knuckle,fighting,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-phantasm,ghost,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-hailstorm,ice,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-ooze,poison,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-geyser,water,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-airstream,flying,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-starfall,fairy,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-wyrmwind,dragon,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-mindstorm,psychic,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-rockfall,rock,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-quake,ground,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-darkness,dark,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-overgrowth,grass,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
max-steelspike,steel,physical,,10.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
clangorous-soul,dragon,status,100.0,,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,-33,,,,,100,"['attack', 'defense', 'special-attack', 'special-defense', 'speed']","[1, 1, 1, 1, 1]"
body-press,fighting,physical,100.0,80.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
decorate,fairy,status,,,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,"['attack', 'special-attack']","[2, 2]"
drum-beating,grass,physical,100.0,80.0,10.0,0,Has a $effect_chance% chance to lower the target’s Speed by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
snap-trap,grass,physical,100.0,35.0,15.0,0,Prevents the target from fleeing and inflicts damage for 2-5 turns.,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",100.0,trap,0,0,0,0,,,5.0,6.0,0,[''],[0]
pyro-ball,fire,physical,90.0,120.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,10.0,burn,0,0,0,0,,,,,0,[''],[0]
behemoth-blade,steel,physical,100.0,100.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,,none,0,0,0,0,,,,,0,[''],[0]
behemoth-bash,steel,physical,100.0,100.0,5.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,,none,0,0,0,0,,,,,0,[''],[0]
aura-wheel,electric,physical,100.0,110.0,10.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,100.0,none,0,0,0,0,,,,,100,['speed'],[1]
breaking-swipe,dragon,physical,100.0,60.0,15.0,0,Lowers the target’s Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target’s Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['attack'],[-1]
branch-poke,grass,physical,100.0,40.0,40.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
overdrive,electric,special,100.0,80.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
apple-acid,grass,special,100.0,80.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,['special-defense'],[-1]
grav-apple,grass,physical,100.0,80.0,10.0,0,Lowers the target’s Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target’s Defense by one stage.,100.0,none,0,0,0,0,,,,,100,['defense'],[-1]
spirit-break,fairy,physical,100.0,75.0,15.0,0,Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['special-attack'],[-1]
strange-steam,fairy,special,95.0,90.0,10.0,0,Has a $effect_chance% chance to confuse the target.,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,20.0,confusion,0,0,0,0,,,2.0,5.0,0,[''],[0]
life-dew,water,status,,,10.0,0,Has a $effect_chance% chance to confuse the target.,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,,none,0,0,0,25,,,,,0,[''],[0]
obstruct,dark,status,100.0,,10.0,4,Has a $effect_chance% chance to confuse the target.,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,,none,0,0,0,0,,,,,0,[''],[0]
false-surrender,dark,physical,,80.0,10.0,0,Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,none,0,0,0,0,,,,,0,[''],[0]
meteor-assault,fighting,physical,100.0,150.0,5.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
eternabeam,dragon,special,90.0,160.0,5.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
steel-beam,steel,special,95.0,140.0,5.0,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",,none,0,0,0,0,,,,,0,[''],[0]
expanding-force,psychic,special,100.0,80.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
steel-roller,steel,physical,100.0,130.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
scale-shot,dragon,physical,90.0,25.0,20.0,0,Boosts the user’s Speed and lowers their Defense by one stage after inflicting damage two to five times in a row.,"Inflicts regular damage two to five times in a row, raising the user’s Speed and lowering the user’s Defense by one stage each upon last hit.",,none,0,0,0,0,2.0,5.0,,,0,[''],[0]
meteor-beam,rock,special,90.0,120.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,0,[''],[0]
shell-side-arm,poison,special,100.0,90.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,20.0,poison,0,0,0,0,,,,,0,[''],[0]
misty-explosion,fairy,special,100.0,100.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
grassy-glide,grass,physical,100.0,55.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
rising-voltage,electric,special,100.0,70.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
terrain-pulse,normal,special,100.0,50.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
skitter-smack,bug,physical,90.0,70.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,['special-attack'],[-1]
burning-jealousy,fire,special,100.0,70.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,burn,0,0,0,0,,,,,0,[''],[0]
lash-out,dark,physical,100.0,75.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
poltergeist,ghost,physical,90.0,110.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
corrosive-gas,poison,status,100.0,,40.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
coaching,fighting,status,,,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,"['attack', 'defense']","[1, 1]"
flip-turn,water,physical,100.0,60.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
triple-axel,ice,physical,90.0,20.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,3.0,3.0,,,0,[''],[0]
dual-wingbeat,flying,physical,90.0,40.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,2.0,2.0,,,0,[''],[0]
scorching-sands,ground,special,100.0,70.0,10.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,30.0,burn,0,0,0,0,,,,,0,[''],[0]
jungle-healing,grass,status,,,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,25,,,,,0,[''],[0]
wicked-blow,dark,physical,100.0,75.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,6,0,0,0,,,,,0,[''],[0]
surging-strikes,water,physical,100.0,25.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,6,0,0,0,3.0,3.0,,,0,[''],[0]
thunder-cage,electric,special,90.0,80.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,trap,0,0,0,0,,,5.0,6.0,0,[''],[0]
dragon-energy,dragon,special,100.0,150.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
freezing-glare,psychic,special,100.0,90.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,10.0,freeze,0,0,0,0,,,,,0,[''],[0]
fiery-wrath,dark,special,100.0,90.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,20.0,none,0,0,20,0,,,,,0,[''],[0]
thunderous-kick,fighting,physical,100.0,90.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,['defense'],[-1]
glacial-lance,ice,physical,100.0,120.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
astral-barrage,ghost,special,100.0,120.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
eerie-spell,psychic,special,100.0,80.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
dire-claw,poison,physical,100.0,80.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,0,0,0,0,0,,,,,0,[''],[0]
